Nama Mobil,Harga,Tahun,Usia,Bahan Bakar,Transmisi,Kapasitas Mesin,harga_angka
Daihatsu New Terios R At (2018),Rp 180.000.000,2018,7,Bensin,Matic,1500 cc,180000000
Brio Rs  At (2016),Rp 124.000.000,2016,9,Bensin,Matic,1200 cc,124000000
Toyota Avanza Veloz Q Tss (2022),Rp 233.000.000,2022,3,Bensin,Matic,1500 cc,233000000
Honda Brio E Mt (2015),Rp 102.000.000,2015,10,Bensin,Matic,1500 cc,102000000
Toyota Avanza G At Matic  Putih (2018),Rp 137.500.000,2018,7,Bensin,Matic,1300 cc,137500000
Toyota Kijang Innova 20 G (2022),Rp 320.000.000,2022,3,Bensin,Matic,2000 cc,320000000
Toyota Avanza Veloz Q Cvt At (2022),Rp 229.000.000,2022,3,Bensin,Matic,1500 cc,229000000
Toyota Innova V Solar Matic (2018),Rp 358.000.000,2018,7,Diesel,Matic,2400 cc,358000000
Toyota Avanza G Mpv (2023),Rp 210.000.000,2023,2,Bensin,Matic,1500 cc,210000000
Honda Brio Satya E At (2018),Rp 135.000.000,2018,7,Bensin,Matic,1200 cc,135000000
Toyota Kijang Innova Zenix Q Hybrid Cvt (2024),Rp 534.000.000,2024,1,Hybrid,Matic,2000 cc,534000000
Toyota Innova Reborn V Solar Manual (2021),Rp 392.000.000,2021,4,Diesel,Manual,2400 cc,392000000
Mercedes Benz Cla 200 Amg (2020),Rp 730.000.000,2020,5,Bensin,Matic,1332 cc,730000000
Toyota Agya (2024),Rp 149.500.000,2024,1,Bensin,Matic,1200 cc,149500000
Toyota All New Avanza G Mt (2024),Rp 215.000.000,2024,1,Bensin,Manual,1500 cc,215000000
Honda City Es Turbo At (2018),Rp 334.000.000,2018,7,Bensin,Matic,1500 cc,334000000
Toyota Veloz Q Tss At (2022),Rp 235.000.000,2022,3,Bensin,Matic,1500 cc,235000000
Honda Brio Rs Cvt (2024),Rp 225.000.000,2024,1,Bensin,Matic,1200 cc,225000000
Honda Brio Satya E Cvt  Putih (2019),Rp 151.000.000,2019,6,Bensin,Matic,1200 cc,151000000
Honda Brio Rs At (2019),Rp 191.500.000,2019,6,Bensin,Matic,1200 cc,191500000
Honda Brio E Satya Cvt At Abu (2021),Rp 148.000.000,2021,4,Bensin,Matic,1200 cc,148000000
Toyota Avanza E Bensin Mt (2019),Rp 148.000.000,2019,6,Bensin,Manual,1300 cc,148000000
Toyota Fortuner Vrz Diesel (2021),Rp 475.000.000,2021,4,Diesel,Matic,2400 cc,475000000
Toyota Innova Reborn Zenix Hb V Cvt (2023),Rp 490.000.000,2023,2,Hybrid,Matic,2000 cc,490000000
Honda Jazz Rs At (2018),Rp 195.000.000,2018,7,Bensin,Matic,1500 cc,195000000
Honda Brio E At (2023),Rp 188.000.000,2023,2,Bensin,Matic,1200 cc,188000000
Toyota Kijang Innova (2015),Rp 250.000.000,2015,10,Bensin,Matic,2400 cc,250000000
Toyota Yaris S Trd At  Hitam (2021),Rp 212.000.000,2021,4,Bensin,Matic,1500 cc,212000000
Toyota Kijang Innova (2020),Rp 261.500.000,2020,5,Bensin,Matic,2000 cc,261500000
Honda Brio Rs Hatchback (2021),Rp 171.000.000,2021,4,Bensin,Matic,1200 cc,171000000
Toyota Avanza Veloz Gr Limited Mpv (2021),Rp 189.000.000,2021,4,Bensin,Matic,1500 cc,189000000
Toyota Calya G (2020),Rp 128.000.000,2020,5,Bensin,Matic,1200 cc,128000000
Jazz Rs Manual (2019),Rp 228.000.000,2019,6,Bensin,Manual,1500 cc,228000000
Honda Brio E Cvt (2020),Rp 124.900.000,2020,5,Bensin,Matic,1200 cc,124900000
Toyota New Avanza G At (2019),Rp 145.000.000,2019,6,Bensin,Matic,1400 cc,145000000
Toyota Innova G (2019),Rp 247.000.000,2019,6,Bensin,Matic,2000 cc,247000000
Honda Brio Satya E  Putih (2020),Rp 145.000.000,2020,5,Bensin,Matic,1200 cc,145000000
Toyota Avanza G At (2021),Rp 192.000.000,2021,4,Bensin,Matic,1500 cc,192000000
Toyota Avanza 15 G (2022),Rp 198.000.000,2022,3,Bensin,Matic,1500 cc,198000000
Toyota Innova Zenix V (2023),Rp 360.000.000,2023,2,Hybrid,Matic,2000 cc,360000000
Honda Brio E (2016),Rp 105.000.000,2016,9,Bensin,Matic,1200 cc,105000000
Toyota Aln Agya G Mt (2023),Rp 155.000.000,2023,2,Bensin,Manual,1200 cc,155000000
Honda Brio Rs Cvt  At (2023),Rp 220.000.000,2023,2,Bensin,Matic,1200 cc,220000000
Honda Cr V Prestige (2015),Rp 220.000.000,2015,10,Bensin,Matic,2400 cc,220000000
Mazda 2 R Bensin At (2015),Rp 99.000.000,2015,10,Bensin,Matic,1500 cc,99000000
Pajero Dakar 4x4 (2019),Rp 460.000.000,2019,6,Diesel,Matic,2400 cc,460000000
Toyota Fortuner Vrz At (2022),Rp 460.000.000,2022,3,Diesel,Matic,2800 cc,460000000
Suzuki Ignis Gx At  Orange (2022),Rp 156.000.000,2022,3,Bensin,Matic,1200 cc,156000000
Honda Brio E  Mt (2015),Rp 110.000.000,2015,10,Bensin,Manual,1200 cc,110000000
Toyota Avanza E  At (2023),Rp 185.000.000,2023,2,Bensin,Matic,1300 cc,185000000
Mitsubishi Pajero Dakar At (2022),Rp 505.000.000,2022,3,Diesel,Matic,2400 cc,505000000
Toyota Fortuner Gr Sport (2023),Rp 505.000.000,2023,2,Diesel,Matic,2800 cc,505000000
Daihatsu Rocky R At (2021),Rp 179.000.000,2021,4,Bensin,Matic,1000 cc,179000000
Honda Brio E Cvt At (2018),Rp 122.000.000,2018,7,Bensin,Matic,1200 cc,122000000
Daihatsu Alya Tipe R (2023),Rp 145.000.000,2023,2,Bensin,Manual,1200 cc,145000000
Honda Hr V E (2021),Rp 286.000.000,2021,4,Bensin,Matic,1800 cc,286000000
Daihatsu Xenia R Bensin At (2021),Rp 139.000.000,2021,4,Bensin,Manual,1500 cc,139000000
Toyota Rush Gr Sport At  Silver (2022),Rp 234.000.000,2022,3,Bensin,Matic,1500 cc,234000000
Toyota Avanza Veloz (2022),Rp 235.000.000,2022,3,Bensin,Matic,1500 cc,235000000
Honda Brio Satya  Abu (2019),Rp 129.000.000,2019,6,Bensin,Manual,1200 cc,129000000
Toyota Avanza Veloz Mpv (2021),Rp 189.000.000,2021,4,Bensin,Matic,1500 cc,189000000
Toyota Kijang Innova (2017),Rp 239.000.000,2017,8,Bensin,Matic,2000 cc,239000000
Toyota Avanza G Tss Bensin At (2021),Rp 195.000.000,2021,4,Bensin,Matic,1500 cc,195000000
Toyota Camry V At (2022),Rp 455.000.000,2022,3,Bensin,Matic,2500 cc,455000000
Toyota Camry Hybrid (2018),Rp 329.000.000,2018,7,Hybrid,Matic,2494 cc,329000000
Suzuki Ertiga Dreza At (2017),Rp 148.000.000,2017,8,Bensin,Matic,1400 cc,148000000
Toyota Avanza E At (2017),Rp 134.000.000,2017,8,Bensin,Matic,1300 cc,134000000
Toyota Avanza Veloz Q Cvt At (2023),Rp 235.000.000,2023,2,Bensin,Matic,1500 cc,235000000
Mitsubishi Xpander Cross Premium At  Putih (2021),Rp 233.000.000,2021,4,Bensin,Matic,1500 cc,233000000
Toyota Veloz Q At  Silver (2022),Rp 220.000.000,2022,3,Bensin,Matic,1500 cc,220000000
Mitsubishi Xpander Cross Hitam (2021),Rp 255.000.000,2021,4,Bensin,Matic,1500 cc,255000000
Honda Brio Satya E At (2018),Rp 145.000.000,2018,7,Bensin,Matic,1200 cc,145000000
Toyota Avanza E Mpv (2023),Rp 192.000.000,2023,2,Bensin,Matic,1300 cc,192000000
Honda Brio Rs At (2021),Rp 178.000.000,2021,4,Bensin,Matic,1200 cc,178000000
Toyota Avanza (2020),Rp 166.000.000,2020,5,Bensin,Manual,1300 cc,166000000
Toyota Avanza G Mpv  Silver (2022),Rp 200.000.000,2022,3,Bensin,Matic,1500 cc,200000000
Honda Brio Rs Cvt At (2023),Rp 182.000.000,2023,2,Bensin,Matic,1200 cc,182000000
Honda Brv Prestige Honda Sensing Suv (2022),Rp 245.000.000,2022,3,Bensin,Matic,1500 cc,245000000
Toyota Alphard G Mpv (2021),Rp 883.000.000,2021,4,Bensin,Matic,2500 cc,883000000
Toyota Alphard Hev Mpv (2023),Rp 1.860.000.000,2023,2,Hybrid,Matic,2500 cc,1860000000
Toyota Alphard Hev Modellista Mpv (2024),Rp 1.950.000.000,2024,1,Hybrid,Matic,2500 cc,1950000000
Toyota Yaris (2021),Rp 225.000.000,2021,4,Bensin,Matic,1500 cc,225000000
Toyota Innova Venturer At (2021),Rp 444.000.000,2021,4,Diesel,Matic,2400 cc,444000000
Mitsubishi Xpander Ultimate Mpv (2019),Rp 206.000.000,2019,6,Bensin,Matic,1500 cc,206000000
Hyundai H1 Royale At Diesel (2015),Rp 255.000.000,2015,10,Diesel,Matic,2500 cc,255000000
Toyota Kijang Innova Zenix Hv Tss Modellista Wagon (2023),Rp 540.000.000,2023,2,Hybrid,Matic,2000 cc,540000000
Nissan Grand Livina Xgear At (2015),Rp 110.000.000,2015,10,Bensin,Matic,1500 cc,110000000
Honda Jazz S At (2018),Rp 184.000.000,2018,7,Bensin,Matic,1500 cc,184000000
Honda Brio Rs Hatchback (2021),Rp 169.000.000,2021,4,Bensin,Matic,1200 cc,169000000
Toyota Sienta V (2019),Rp 183.000.000,2019,6,Bensin,Matic,1500 cc,183000000
Suzuki Grand Vitara Gx Hybrid (2023),Rp 315.000.000,2023,2,Hybrid,Matic,1500 cc,315000000
Suzuki Grand Vitara Gx Hybrid (2025),Rp 250.000.000,2025,0,Hybrid,Matic,1500 cc,250000000
Toyota Avanza Veloz Mt (2015),Rp 120.000.000,2015,10,Bensin,Manual,1500 cc,120000000
Honda Jazz Rs Cvt (2016),Rp 190.000.000,2016,9,Bensin,Matic,1500 cc,190000000
Honda Brio E Satya  Putih (2022),Rp 156.000.000,2022,3,Bensin,Matic,1200 cc,156000000
Honda Jazz S (2018),Rp 169.000.000,2018,7,Bensin,Matic,1500 cc,169000000
Toyota Veloz  Automatic (2017),Rp 149.999.000,2017,8,Bensin,Matic,1500 cc,149999000
Daihatsu Granmax Minibus Type D Ps Mc 1500 Mt (2020),Rp 144.000.000,2020,5,Bensin,Manual,1500 cc,144000000
Toyota Kijang Innova Zenix G Hybrid At (2023),Rp 396.000.000,2023,2,Hybrid,Matic,2000 cc,396000000
Toyota Avanza Veloz (2015),Rp 139.000.000,2015,10,Bensin,Matic,1500 cc,139000000
Toyota Kijang Innova Zenix (2023),Rp 420.000.000,2023,2,Hybrid,Matic,2000 cc,420000000
Toyota Alphard Sc At (2015),Rp 285.000.000,2015,10,Bensin,Matic,2400 cc,285000000
Daihatsu Terios (2022),Rp 214.000.000,2022,3,Bensin,Matic,1500 cc,214000000
Toyota Kijang Innova (2021),Rp 295.000.000,2021,4,Bensin,Matic,2000 cc,295000000
Wuling AIR EV (2023),Rp 145.000.000,2023,2,Listrik,Matic,27 KwH,145000000
Toyota Kijang Innova Zenix V Hv Modellista Wagon Km 20 Rbuan (2023),Rp 525.000.000,2023,2,Hybrid,Matic,2000 cc,525000000
Toyota Vios G At (2018),Rp 175.000.000,2018,7,Bensin,Matic,1500 cc,175000000
Honda Brio Rs (2022),Rp 179.000.000,2022,3,Bensin,Matic,1200 cc,179000000
Toyota Avanza Veloz Bensin Mt (2020),Rp 175.000.000,2020,5,Bensin,Manual,1300 cc,175000000
Toyota Rush Gr Sport At  Silver (2022),Rp 234.000.000,2022,3,Bensin,Matic,1500 cc,234000000
Mitsubishi Xpander Ult At (2021),Rp 215.000.000,2021,4,Bensin,Matic,1500 cc,215000000
Toyota Avanza E Mpv (2015),Rp 116.000.000,2015,10,Bensin,Matic,1300 cc,116000000
Honda Brio 12 E Mt (2015),Rp 114.000.000,2015,10,Bensin,Matic,1500 cc,114000000
Honda Crv Turbo  At (2018),Rp 275.000.000,2018,7,Bensin,Matic,1500 cc,275000000
Mitshubishi Pajero Exceed (2019),Rp 345.000.000,2019,6,Diesel,Matic,2400 cc,345000000
Mitshubishi Pajero Sport Dakar Ultimate (2024),Rp 649.000.000,2024,1,Diesel,Matic,2400 cc,649000000
Mitsubishi Pajero Sport Dakar 4x2 At (2019)Rp 409.000.000,2019,6,2019,Matic,2400 cc,,2019
Toyota Kijang Innova Venturer (2019),Rp 291.000.000,2019,6,Bensin,Matic,2000 cc,291000000
Mitsubishi Xpander Ultimate At  Hitam (2019),Rp 206.000.000,2019,6,Bensin,Matic,1500 cc,206000000
Toyota Avanza G Mt (2022),Rp 185.000.000,2022,3,Bensin,Manual,1300 cc,185000000
Toyota Kijang Innova Zenix G Hv Hybrid Cvt At (2023),Rp 396.000.000,2023,2,Hybrid,Matic,2000 cc,396000000
Honda Jazz Rs Hatchback (2019),Rp 2.375.000.000,2019,6,Bensin,Matic,1500 cc,2375000000
Toyota Kijang Innova (2021),Rp 300.000.000,2021,4,Bensin,Matic,2000 cc,300000000
Toyota Avanza G Mpv  Silver (2021),Rp 174.000.000,2021,4,Bensin,Matic,1500 cc,174000000
Toyota Avanza (2021),Rp 163.000.000,2021,4,Bensin,Manual,1300 cc,163000000
Hyundai Creta 1 5 Trend At (2022),Rp 275.000.000,2022,3,Bensin,Matic,1500 cc,275000000
Nissan Serena Highway Starr (2021),Rp 308.000.000,2021,4,Bensin,Matic,2000 cc,308000000
Toyota Avanza G (2024),Rp 216.000.000,2024,1,Bensin,Matic,1500 cc,216000000
Toyota Avanza Veloz Mpv (2015),Rp 143.000.000,2015,10,Bensin,Matic,1500 cc,143000000
Honda Brio Satya E Mt (2015),Rp 105.000.000,2015,10,Bensin,Manual,1200 cc,105000000
Mitsubishi Xpander Cross Premium At  Putih (2019),Rp 219.000.000,2019,6,Bensin,Matic,1500 cc,219000000
Daihatsu Great New Xenia X Mpv Std 1300 Mt (2016),Rp 132.000.000,2016,9,Bensin,Manual,1300 cc,132000000
Nissan Xtrail 2 0 At (2015),Rp 140.000.000,2015,10,Bensin,Matic,1997 cc,140000000
Toyota Hilux 25 G Dc Mt (2016),Rp 300.000.000,2016,9,Diesel,Manual,2500 cc,300000000
Toyota Innova (2015),Rp 160.000.000,2015,10,Bensin,Matic,1500 cc,160000000
Honda Brio Satya E Cvt  Abu (2022),Rp 150.000.000,2022,3,Bensin,Matic,1200 cc,150000000
Toyota Avanza G At (2022),Rp 195.000.000,2022,3,Bensin,Matic,1500 cc,195000000
Toyota Innova Reborn G Luxury  At (2019),Rp 280.000.000,2019,6,Bensin,Matic,2000 cc,280000000
Mitsubishi Pajero Sport 4x2 (2020),Rp 428.500.000,2020,5,Diesel,Matic,2400 cc,428500000
Honda Brio Satya E Mt (2018),Rp 127.500.000,2018,7,Bensin,Manual,1200 cc,127500000
Toyota Avanza E Cvt At (2024),Rp 189.500.000,2024,1,Bensin,Matic,1300 cc,189500000
Toyota Kijang Innova G Mpv (2018),Rp 229.000.000,2018,7,Bensin,Matic,2000 cc,229000000
Honda Brio Satya E At (2020),Rp 142.000.000,2020,5,Bensin,Matic,1200 cc,142000000
Toyota Grand Avanza G At (2017),Rp 142.000.000,2017,8,Bensin,Matic,1300 cc,142000000
Toyota Avanza G (2021),Rp 187.000.000,2021,4,Bensin,Matic,1500 cc,187000000
Toyota Innova 20 V Bensin At (2018),Rp 268.000.000,2018,7,Bensin,Matic,1500 cc,268000000
Toyota Avanza G At (2022),Rp 195.000.000,2022,3,Bensin,Matic,1500 cc,195000000
Honda Jazz Rs Hatchback (2018),Rp 207.000.000,2018,7,Bensin,Matic,1500 cc,207000000
Toyota Innova Zenix V At Hybrid Modellista Hitam (2022),Rp 425.000.000,2022,3,Hybrid,Matic,2000 cc,425000000
Honda Brio E Cvt At (2022),Rp 156.000.000,2022,3,Bensin,Matic,1200 cc,156000000
Ertiga Gx  Mt (2015),Rp 130.000.000,2015,10,Bensin,Manual,1400 cc,130000000
Mobilio E At (2017),Rp 144.000.000,2017,8,Bensin,Matic,1500 cc,144000000
Toyota Avanza G Mpv  Putih (2022),Rp 200.000.000,2022,3,Bensin,Matic,1500 cc,200000000
Toyota Kijang Innova G Bensin Mt (2020),Rp 265.000.000,2020,5,Bensin,Manual,2000 cc,265000000
Honda Jazz Rs At (2015),Rp 173.000.000,2015,10,Bensin,Matic,1500 cc,173000000
Innova Reborn G At Bensin (2020),Rp 235.000.000,2020,5,Bensin,Matic,2000 cc,235000000
Toyota Avanza G Mpv (2021),Rp 176.000.000,2021,4,Bensin,Matic,1500 cc,176000000
Toyota Avanza Veloz (2023),Rp 239.000.000,2023,2,Bensin,Matic,1500 cc,239000000
Honda Brio E Cvt (2020),Rp 154.000.000,2020,5,Bensin,Matic,1200 cc,154000000
Toyota Avanza Veloz Mpv (2015),Rp 139.000.000,2015,10,Bensin,Matic,1500 cc,139000000
Mitsubishi Xpander Ultimate At  Hitam (2019),Rp 205.000.000,2019,6,Bensin,Matic,1500 cc,205000000
Toyota Kijang Innova G Mpv  Putih (2018),Rp 240.000.000,2018,7,Bensin,Matic,2000 cc,240000000
Toyota Avanza Veloz (2023),Rp 224.500.000,2023,2,Bensin,Matic,1500 cc,224500000
Toyota Innova G Diesel At (2015),Rp 250.000.000,2015,10,Diesel,Matic,2500 cc,250000000
Toyota Agya Gr Sport (2022),Rp 142.000.000,2022,3,Bensin,Matic,1200 cc,142000000
Toyota Fortuner V 25g Vnt Turbo (2015),Rp 410.000.000,2015,10,Diesel,Matic,2755 cc,410000000
Toyota Innova Venturer Bensin At (2020),Rp 345.000.000,2020,5,Bensin,Matic,2000 cc,345000000
Toyota Avanza Veloz (2015),Rp 137.000.000,2015,10,Bensin,Matic,1500 cc,137000000
Honda Hrv E 1500 At (2016),Rp 170.000.000,2016,9,Bensin,Matic,1500 cc,170000000
Hyundai Ioniq 5 Prime Standar Range AT (2022),Rp 399.000.000,2022,3,Listrik,Matic,58 kWh,399000000
Hyundai Ioniq 5 Long Range AT (2022),Rp 470.000.000,2022,3,Listrik,Matic,72 kWh,470000000
Wuling Bingo Premium Range (2025),Rp 315.000.000,2025,0,Listrik,Matic,38 kWh,315000000
Chery Omoda 5 RZ Lux (2023),Rp 278.000.000,2023,2,Bensin,Matic,1498 cc,278000000
Wuling Air Ev Long Range (2022),Rp 158.000.000,2022,3,Listrik,Matic,28 kWh,158000000
Wuling Bingo Ev (2024),Rp 259.000.000,2024,1,Listrik,Matic,31 kWh,259000000
Wuling Air Ev Long Range (2023),Rp 178.000.000,2023,2,Listrik,Matic,28 kWh,178000000
Chery Omoda 5 RZ Lux (2023),Rp 302.000.000,2023,2,Bensin,Matic,1498 cc,302000000
Wuling Air Ev Long Range (2023),Rp 205.000.000,2023,2,Listrik,Matic,28 kWh,205000000
Wuling Bingo Ev Long Range (2023),Rp 265.000.000,2023,2,Listrik,Matic,31 kWh,265000000
Wuling Air Ev (2022),Rp 195.000.000,2022,3,Listrik,Matic,28 kWh,195000000
Mercedes Benz Eqs450 (2022),Rp 1.980.000.000,2022,3,Listrik,Matic,108 kWh,1980000000
Lexus Es 300 Hybrid (2014),Rp 250.000.000,2014,11,Hybrid,Matic,2500 cc,250000000
Land Rover Defender 110 75th Limited Edition (2023),Rp 3.350.000.000,2023,2,Hybrid,Matic,2000 cc,3350000000
Mercedes Benz Gle450 Amg 4matic (2020),Rp 1.170.000.000,2020,5,Hybrid,Matic,2999 cc,1170000000
Nissan Kicks E Power Hybrid (2021),Rp 350.000.000,2021,4,Hybrid,Matic,1200 cc,350000000
Ford Everest 4x2 At Xlt (2024),Rp 933.000.000,2024,1,Diesel,Matic,2000 cc,933000000
Ford Everest 4x2 At Xlt (2024),Rp 825.000.000,2024,1,Diesel,Matic,2000 cc,825000000
Hyundai Palisade 2.2L Signature 2WD Diesel AT (2021),Rp 621.000.000,2021,4,Diesel,Matic,2200 cc,621000000
Hyundai Santa Fe Signature Cbu (2021),Rp 480.000.000,2021,4,Diesel,Matic,2200 cc,480000000
Hyundai Santa Fe Signature Cbu (2022),Rp 485.000.000,2022,3,Diesel,Matic,2200 cc,485000000
Hyundai Staria 2.2 Diesel At (2023),Rp 739.000.000,2023,2,Diesel,Matic,2200 cc,739000000
Land Rover Devender 2.2l 110 Dc (2023),Rp 2.240.000.000,2023,2,Diesel,Matic,2200 cc,2240000000
Volkswagen Caravelle 2.0 Tdi (2014),Rp 310.000.000,2014,11,Diesel,Matic,2000 cc,310000000
Hyundai Staria 2.2 Diesel At (2022),Rp 680.000.000,2023,2,Diesel,Matic,2200 cc,680000000
Ford Everest 2.5 4x2at Xlt (2014),Rp 265.000.000,2014,11,Diesel,Matic,2500 cc,265000000
Nissan Terra Vl At (2019),Rp 342.000.000,2019,6,Diesel,Matic,2500 cc,342000000
Mitsubishi Pajero Sport Dakar 4x2 At (2022),Rp 485.000.000,2022,3,Diesel,Matic,2400 cc,485000000
Mitsubishi Pajero Sport Dakar 4x2 At (2022),Rp 525.000.000,2022,3,Diesel,Matic,2400 cc,525000000
Mitsubishi Pajero Sport Dakar 4x2 (2023),Rp 550.000.000,2023,2,Diesel,Matic,2400 cc,550000000
Mitsubishi Pajero Sport Newdakar (2023),Rp 629.000.000,2023,2,Diesel,Matic,2400 cc,629000000
Fortuner G 2.7 At Bdg (2014),Rp 311.000.000,2014,11,Diesel,Matic,2700 cc,311000000
Fortuner 2.5 At Diesel (2014),Rp 265.000.000,2014,11,Diesel,Matic,2500 cc,265000000
Toyota Kijang Innova G (2025),Rp 380.000.000,2025,0,Bensin,Manual,2000 cc,380000000
Mazda Mazda Mx-5 2.0 At (2023),Rp 760.000.000,2023,2,Bensin,Matic,1300 cc,760000000
Toyota Mark X 2.5 At (2014),Rp 199.000.000,2014,11,Bensin,Matic,1300 cc,199000000
Mitsubishi All New Triton Gls Double Cabin Mt (2018),Rp 315.000.000,2018,7,Bensin,Manual,2500 cc,315000000
Vellfire Z 2.4 At (2015),Rp 290.000.000,2015,10,Bensin,Manual,2400 cc,290000000
Mazda Cx3 Sport At (2024),Rp 329.000.000,2024,1,Bensin,Matic,1500 cc,329000000
Mazda Cx 5 Sporty (2017),Rp 278.500.000,2017,8,Bensin,Matic,2500 cc,278500000
Mazda 2 Gt At (2022),Rp 228.000.000,2022,3,Bensin,Matic,1500 cc,228000000
Mazda Cx 5 Grand Touring (2018),Rp 294.000.000,2018,7,Bensin,Matic,2000 cc,294000000
Mazda Biante At (2015),Rp 130.000.000,2015,10,Bensin,Matic,2000 cc,130000000
Mazda 3 Hb Skyactiv At (2018),Rp 255.000.000,7,2018,Matic,2000 cc,,255000000
Mazda Cx9 Turbo Skyactic (2019),Rp 415.000.000,2019,6,Bensin,Matic,2500 cc,415000000
Mazda Biante L Skyaktive At (2017),Rp 175.000.000,2017,8,Bensin,Matic,2000 cc,175000000
Mazda Cx5 Gt Kuro Black Edition Putih (2021),Rp 417.000.000,2021,4,Bensin,Matic,2500 cc,417000000
Mazda Cx9 Skyactiv Suv Turbo Awd (2022),Rp 639.900.000,2022,3,Bensin,Matic,2500 cc,639900000
Mazda 6 Elite Sedan Skyactiv (2019),Rp 365.000.000,2019,6,Bensin,Matic,2500 cc,365000000
Mazda Mx 5 Nd Rf (2024),Rp 765.000.000,2024,1,Bensin,Matic,2000 cc,765000000
Bmw 520i M Sport Package (2023),Rp 1.080.000.000,2023,2,Bensin,Matic,2000 cc,1080000000
Bmw X5 Xdrive40i G05 Xline (2021),Rp 826.000.000,2021,4,Bensin,Matic,3000 cc,826000000
Bmw 320i G20 Sport Dynamic (2022),Rp 600.000.000,2022,3,Bensin,Matic,2000 cc,600000000
Bmw 520i G30 Luxury (2020),Rp 790.000.000,2020,5,Bensin,Matic,2000 cc,790000000
Bmw X5 Xdrive35i Xline (2016),Rp 435.000.000,2016,9,Bensin,Matic,2500 cc,435000000
Bmw X1 Sdrive18i Xline (2018),Rp 350.000.000,2018,7,Bensin,Matic,1500 cc,350000000
Bmw X1 Sdrive18i Sportline (2021),Rp 625.000.000,2021,4,Bensin,Matic,1500 cc,625000000
Bmw X5 Xdrive35i Xline (2018),Rp 499.000.000,2018,7,Bensin,Matic,3000 cc,499000000
Bmw X5 Xdrive40i Xline (2019),Rp 850.000.000,2019,6,Bensin,Matic,3000 cc,850000000
Bmw 330i M Sport Sedan (2018),Rp 468.000.000,2018,7,Bensin,Matic,2000 cc,468000000
Bmw 320i Sport Sedan (2017),Rp 345.000.000,2017,8,Bensin,Matic,2000 cc,345000000
Bmw 330i M Sport At (2022),Rp 773.000.000,2022,3,Bensin,Matic,2000 cc,773000000
Bmw 520i Alpine White (2015),Rp 315.000.000,2015,10,Bensin,Matic,2000 cc,315000000
Bmw 330i M Sport G20 Turbo (2019),Rp 789.000.000,2019,6,Bensin,Matic,2000 cc,789000000
Bmw 218i Sport 318i N42 (2023),Rp 534.000.000,2023,2,Bensin,Matic,1500 cc,534000000
Bmw 218i Gran Coupe (2022),Rp 499.000.000,2022,3,Bensin,Matic,1500 cc,499000000
Bmw X5 Diesel 2.0 X Drive (2015),Rp 440.000.000,2015,10,Diesel,Matic,2000 cc,440000000
Bmw 330i M Sport Sedan (2021),Rp 645.000.000,2021,4,Bensin,Matic,2000 cc,645000000
Bmw 530i Luxury Sedan (2018),Rp 5.800.000.000,2018,7,Bensin,Matic,2000 cc,5800000000
Bmw 530 I At (2022),Rp 835.000.000,2022,3,Bensin,Matic,2000 cc,835000000
Bmw X5 Xdrive40i Xline (2023),Rp 1.350.000.000,2023,2,Bensin,Matic,3000 cc,1350000000
Bmw X3 Xdrive30i M Sport (2021),Rp 825.000.000,2021,4,Bensin,Matic,2000 cc,825000000
Bmw X3 Xdrive30i M Sport (2022),Rp 895.000.000,2022,3,Bensin,Matic,2000 cc,895000000
Bmw 730li Sedan M Sport (2018),Rp 799.000.000,2018,7,Bensin,Matic,2000 cc,799000000
Bmw 535i Gt At (2015),Rp 370.000.000,2015,10,Bensin,Matic,3000 cc,370000000
Bmw 320i At (2022),Rp 820.000.000,2022,3,Bensin,Matic,2000 cc,820000000
Bmw X3 Sdrive 201 Xline (2023),Rp 1.030.000.000,2023,2,Bensin,Matic,2000 cc,1030000000
Bmw 640i Autometic (2014),Rp 700.000.000,2014,11,Bensin,Matic,3000 cc,700000000
Bmw M2 Cmp Dct 3.0 (2021),Rp 1.250.000.000,2021,4,Bensin,Matic,1300 cc,1250000000
Mercedes Benz E350 Eqboost Amg Line (2022),Rp 838.000.000,2022,3,Bensin,Matic,2000 cc,838000000
Mercedes Benz S450 (2023),Rp 2.350.000.000,2023,2,Bensin,Matic,3000 cc,2350000000
Mercedes Benz W205 C200 Eq Boost (2020),Rp 490.000.000,2020,5,Bensin,Matic,2000 cc,490000000
Mercedes Benz C300 Amg Line Eq Boost (2020),Rp 669.000.000,2020,5,Bensin,Matic,2000 cc,669000000
Mercedes Benz Gla 200 Amg 1.5 At (2022),Rp 615.000.000,2022,3,Bensin,Matic,1500 cc,615000000
Mercedes Benz Glc200 1.5 (2021),Rp 879.000.000,2021,4,Bensin,Matic,2000 cc,879000000
Mercedes Benz Cls350 (2018),Rp 899.000.000,2018,7,Bensin,Matic,2000 cc,899000000
Mercedes Benz A200 (2021),Rp 550.000.000,2021,4,Bensin,Matic,1300 cc,550000000
Mercedes Benz S 500 L Amg Line W222 (2014),Rp 849.000.000,2014,11,Bensin,Matic,4663 cc,849000000
Mercedesbenz S400 L Exclusive W222 (2015),Rp 599.000.000,2015,10,Bensin,Matic,3000 cc,599000000
Mercedes Benz S450 (2018),Rp 1.080.000.000,2018,7,Bensin,Matic,3000 cc,1080000000
Mercy E250 Bdg Mulpis (2014),Rp 387.000.000,2014,11,Bensin,Matic,2000 cc,387000000
Lexus Lx570 F Sport At (2019),Rp 1.875.000.000,2019,6,Bensin,Matic,5663 cc,1875000000
